model,wer,cer,bleu_avg,rouge1_avg_f1,levenshtein_avg,time
gemini-1.5-flash,0.2857142857142857,0.046511627906976744,0.6147881529512643,1.0,3.0,3.66
gemini-1.5-flash,0.2,0.037037037037037035,0.7598356856515925,1.0,3.0,4.98
gemini-1.5-flash,0.2857142857142857,0.07894736842105263,0.6147881529512643,1.0,4.0,2.88
gemini-1.5-flash,0.4,0.0625,0.26591479484724945,1.0,3.0,3.0
gemini-1.5-flash,0.4,0.14285714285714285,0.26591479484724945,1.0,4.0,2.52
gemini-1.5-flash,0.3333333333333333,0.05714285714285714,0.5081327481546147,1.0,3.0,3.24
gemini-1.5-flash,0.2857142857142857,0.046511627906976744,0.6147881529512643,1.0,3.0,3.96
gemini-1.5-flash,0.1111111111111111,0.018518518518518517,0.8633400213704505,1.0,2.0,3.54
gemini-1.5-flash,0.3333333333333333,0.046511627906976744,0.5081327481546147,1.0,3.0,3.12
gemini-1.5-flash,0.5,0.12,0.16990442448471224,1.0,4.0,2.709387755102041
gemini-1.5-flash,0.5,0.1111111111111111,0.16990442448471224,1.0,3.0,1.92
gemini-1.5-flash,0.3333333333333333,0.06451612903225806,0.5081327481546147,1.0,3.0,3.36
gemini-1.5-flash,0.6666666666666666,0.18867924528301888,0.1225504602011117,0.75,11.0,4.14
gemini-1.5-flash,0.25,0.03571428571428571,0.6803749333171202,1.0,3.0,3.9
gemini-1.5-flash,0.2222222222222222,0.0425531914893617,0.7259795291154771,1.0,3.0,3.48
gemini-1.5-flash,1.0,0.8571428571428571,0.08034284189446518,0.7499999999999999,13.0,1.62
gemini-1.5-flash,0.25,0.075,0.6803749333171202,1.0,4.0,3.54140589569161
gemini-1.5-flash,0.16666666666666666,0.028169014084507043,0.8070557274927982,1.0,3.0,4.437414965986394
gemini-1.5-flash,0.4,0.07407407407407407,0.26591479484724945,1.0,3.0,2.52
gemini-1.5-flash,0.2,0.04081632653061224,0.7598356856515925,1.0,3.0,3.12
gemini-1.5-flash,0.25,0.0425531914893617,0.6803749333171202,1.0,3.0,3.72
gemini-1.5-flash,0.4,0.06666666666666667,0.26591479484724945,1.0,3.0,3.0
gemini-1.5-flash,0.2222222222222222,0.03636363636363636,0.7259795291154771,1.0,3.0,4.26
gemini-1.5-flash,0.5,0.18181818181818182,0.16990442448471224,0.8000000000000002,5.0,1.98
gemini-1.5-flash,0.3333333333333333,0.06451612903225806,0.5081327481546147,1.0,3.0,2.9227210884353743
gemini-1.5-flash,0.2727272727272727,0.07017543859649122,0.46924700641056,0.9090909090909091,5.0,4.38
gemini-1.5-flash,0.2727272727272727,0.04477611940298507,0.6786502681586727,1.0,4.0,5.16
gemini-1.5-flash,0.5,0.15,0.16990442448471224,0.75,4.0,2.28
gemini-1.5-flash,0.5,0.08333333333333333,0.16990442448471224,1.0,3.0,3.0
gemini-1.5-flash,0.3333333333333333,0.05128205128205128,0.5081327481546147,1.0,3.0,3.54
gemini-1.5-flash,1.0,0.16666666666666666,0.0,1.0,3.0,2.22
gemini-1.5-flash,0.25,0.058823529411764705,0.6803749333171202,1.0,4.0,4.38
gemini-1.5-flash,0.2,0.07936507936507936,0.7598356856515925,0.9,6.0,4.8
gemini-1.5-flash,0.5,0.1,0.09554427922043669,0.8333333333333334,4.0,2.34
gemini-1.5-flash,0.3333333333333333,0.047619047619047616,0.5081327481546147,1.0,3.0,3.42
gemini-1.5-flash,0.4,0.07692307692307693,0.26591479484724945,1.0,3.0,2.433514739229025
gemini-1.5-flash,0.6666666666666666,0.09523809523809523,0.11362193664674995,1.0,3.0,1.74
gemini-1.5-flash,0.2222222222222222,0.038461538461538464,0.7259795291154771,1.0,3.0,3.9
gemini-1.5-flash,0.3,0.04838709677419355,0.6389431042462724,1.0,4.0,3.66
gemini-1.5-flash,0.6666666666666666,0.11428571428571428,0.09302577375697234,1.0,5.0,3.12
gemini-1.5-flash,4.875,5.104166666666667,0.005355924989097696,0.16,246.0,3.54
gemini-1.5-flash,0.2857142857142857,0.05555555555555555,0.6147881529512643,1.0,3.0,3.42
gemini-1.5-flash,0.2727272727272727,0.06557377049180328,0.6786502681586727,0.9090909090909091,5.0,6.0
gemini-1.5-flash,0.6666666666666666,0.14285714285714285,0.11362193664674995,1.0,3.0,1.62
gemini-1.5-flash,0.5,0.11764705882352941,0.16990442448471224,1.0,3.0,2.38
gemini-1.5-flash,0.6666666666666666,0.11428571428571428,0.08633400213704504,1.0,5.0,3.7546938775510204
gemini-1.5-flash,0.3333333333333333,0.05263157894736842,0.5081327481546147,1.0,3.0,2.94
gemini-1.5-flash,0.26666666666666666,0.0625,0.5702822264405542,1.0,6.0,5.013514739229025
gemini-1.5-flash,0.5,0.08695652173913043,0.20205155046766235,1.0,5.0,3.66
gemini-1.5-flash,0.5,0.1,0.09554427922043669,1.0,4.0,2.46
gemini-1.5-flash,0.2,0.045454545454545456,0.7598356856515925,1.0,3.0,3.48
gemini-1.5-flash,0.25,0.05263157894736842,0.4935578819979932,0.9375,6.0,5.7
gemini-1.5-flash,0.5,0.0625,0.16990442448471224,1.0,3.0,3.36
gemini-1.5-flash,0.5,0.06896551724137931,0.16990442448471224,1.0,3.0,2.9867120181405897
gemini-1.5-flash,0.2,0.05660377358490566,0.7598356856515925,1.0,4.0,3.84
gemini-1.5-flash,0.5,0.08695652173913043,0.16990442448471224,1.0,3.0,3.12
gemini-1.5-flash,0.3333333333333333,0.0851063829787234,0.19960198807747329,0.8888888888888888,5.0,3.48
gemini-1.5-flash,0.5,0.1,0.16990442448471224,1.0,3.0,2.16
gemini-1.5-flash,0.6,0.5,0.06389431042462725,0.6,14.0,2.88
gemini-1.5-flash,0.5,0.175,0.35640264633541835,0.7999999999999999,8.0,3.18
gemini-1.5-flash,0.2857142857142857,0.046511627906976744,0.6147881529512643,1.0,3.0,3.36
gemini-1.5-flash,0.2222222222222222,0.043478260869565216,0.7259795291154771,1.0,3.0,5.4
gemini-1.5-flash,0.6,0.17391304347826086,0.11362193664674995,1.0,5.0,3.0
gemini-1.5-flash,0.0,0.0,1.0,1.0,1.0,3.42
gemini-1.5-flash,1.0,0.3333333333333333,0.0,1.0,3.0,2.22
gemini-1.5-flash,0.3,0.05357142857142857,0.37991784282579627,1.0,4.0,4.44
