model,wer,cer,bleu_avg,rouge1_avg_f1,levenshtein_avg,time
gemini-2.0-flash-lite,1.0,0.16666666666666666,0.0,1.0,3.0,2.22
gemini-2.0-flash-lite,7.125,9.0,0.06268260360206092,0.19718309859154926,460.0,4.38
gemini-2.0-flash-lite,0.3,0.047619047619047616,0.6389431042462724,0.8000000000000002,4.0,4.8
gemini-2.0-flash-lite,1.0,0.6,0.040824829046386304,0.3333333333333333,19.0,2.34
gemini-2.0-flash-lite,0.3333333333333333,0.047619047619047616,0.5081327481546147,1.0,2.0,3.42
gemini-2.0-flash-lite,0.4,0.07692307692307693,0.26591479484724945,1.0,3.0,2.433514739229025
gemini-2.0-flash-lite,0.6666666666666666,0.09523809523809523,0.11362193664674995,1.0,3.0,1.74
gemini-2.0-flash-lite,0.2222222222222222,0.038461538461538464,0.7259795291154771,1.0,3.0,3.9
gemini-2.0-flash-lite,0.4,0.11290322580645161,0.31762152032055835,0.9473684210526316,7.0,3.66
gemini-2.0-flash-lite,1.5,1.4285714285714286,0.03602080288207364,0.3333333333333333,51.0,3.12
gemini-2.0-flash-lite,0.375,0.0625,0.3655552228545123,1.0,4.0,3.54
gemini-2.0-flash-lite,1.0,0.4722222222222222,0.045480190470279055,0.7692307692307692,18.0,3.42
gemini-2.0-flash-lite,0.2727272727272727,0.06557377049180328,0.6786502681586727,0.9090909090909091,5.0,6.0
gemini-2.0-flash-lite,0.6666666666666666,0.42857142857142855,0.11362193664674995,0.6666666666666666,7.0,1.62
gemini-2.0-flash-lite,0.5,0.11764705882352941,0.16990442448471224,1.0,3.0,2.38
gemini-2.0-flash-lite,0.5,0.08571428571428572,0.09554427922043669,1.0,4.0,3.7546938775510204
gemini-2.0-flash-lite,0.3333333333333333,0.05263157894736842,0.5081327481546147,1.0,3.0,2.94
gemini-2.0-flash-lite,0.26666666666666666,0.0625,0.5702822264405542,1.0,6.0,5.013514739229025
gemini-2.0-flash-lite,1.0,0.6956521739130435,0.0,0.1818181818181818,32.0,3.66
gemini-2.0-flash-lite,0.5,0.1,0.09554427922043669,1.0,4.0,2.46
gemini-2.0-flash-lite,0.2,0.045454545454545456,0.7598356856515925,1.0,3.0,3.48
gemini-2.0-flash-lite,0.5,0.2736842105263158,0.3362301724861858,0.7999999999999999,26.0,5.7
gemini-2.0-flash-lite,0.5,0.0625,0.16990442448471224,1.0,3.0,3.36
gemini-2.0-flash-lite,0.5,0.06896551724137931,0.16990442448471224,1.0,3.0,2.9867120181405897
gemini-2.0-flash-lite,0.9,0.8113207547169812,0.01976560930094397,0.125,43.0,3.84
gemini-2.0-flash-lite,0.5,0.08695652173913043,0.16990442448471224,1.0,3.0,3.12
gemini-2.0-flash-lite,6.222222222222222,6.191489361702128,0.004143018973828455,0.1176470588235294,292.0,3.48
gemini-2.0-flash-lite,0.5,0.15,0.16990442448471224,0.75,4.0,2.16
gemini-2.0-flash-lite,0.8,0.6071428571428571,0.05372849659117709,0.4444444444444445,17.0,2.88
gemini-2.0-flash-lite,0.5,0.125,0.35640264633541835,0.9333333333333333,6.0,3.18
gemini-2.0-flash-lite,1.0,0.7906976744186046,0.033031643180138064,0.15384615384615383,34.0,3.36
gemini-2.0-flash-lite,0.2222222222222222,0.043478260869565216,0.7259795291154771,1.0,3.0,5.4
gemini-2.0-flash-lite,0.6,0.21739130434782608,0.11362193664674995,0.8000000000000002,5.0,3.0
gemini-2.0-flash-lite,0.4,0.08333333333333333,0.26591479484724945,1.0,3.0,3.42
gemini-2.0-flash-lite,1.0,0.3333333333333333,0.0,1.0,3.0,2.22
gemini-2.0-flash-lite,0.6,0.6071428571428571,0.25712008025141314,0.8333333333333333,35.0,4.44
