model,wer,cer,bleu_avg,rouge1_avg_f1,levenshtein_avg,time
Wav2Vec2 XLSR Italian (Grosman),0.3333333333333333,0.02857142857142857,0.23394743548827707,1.0,1.0,0.6299893856048584
Wav2Vec2 XLSR Italian (Grosman),0.125,0.020833333333333332,0.5946035575013605,0.823529411764706,1.0,0.6984608173370361
Wav2Vec2 XLSR Italian (Grosman),0.2857142857142857,0.05555555555555555,0.4548019047027907,0.7272727272727272,2.0,0.6680824756622314
Wav2Vec2 XLSR Italian (Grosman),0.18181818181818182,0.06557377049180328,0.7860753021519787,0.8181818181818182,4.0,0.9993870258331299
Wav2Vec2 XLSR Italian (Grosman),0.0,0.0,0.5623413251903491,1.0,0.0,0.36287903785705566
Wav2Vec2 XLSR Italian (Grosman),0.0,0.0,1.0,1.0,0.0,0.5376224517822266
Wav2Vec2 XLSR Italian (Grosman),0.0,0.0,1.0,1.0,0.0,0.7245216369628906
Wav2Vec2 XLSR Italian (Grosman),0.16666666666666666,0.10526315789473684,0.7598356856515925,0.8333333333333334,4.0,0.5961587429046631
Wav2Vec2 XLSR Italian (Grosman),0.06666666666666667,0.0125,0.9253911813809743,0.9333333333333333,1.0,0.8814892768859863
Wav2Vec2 XLSR Italian (Grosman),0.0,0.0,1.0,1.0,0.0,0.7068138122558594
Wav2Vec2 XLSR Italian (Grosman),0.0,0.0,1.0,1.0,0.0,0.5533742904663086
Wav2Vec2 XLSR Italian (Grosman),0.0,0.0,1.0,1.0,0.0,0.6835372447967529
Wav2Vec2 XLSR Italian (Grosman),0.3125,0.05263157894736842,0.5583829933382407,0.7096774193548386,5.0,1.0220441818237305
Wav2Vec2 XLSR Italian (Grosman),0.75,0.09375,0.20205155046766235,0.5454545454545454,3.0,0.6588354110717773
Wav2Vec2 XLSR Italian (Grosman),0.25,0.034482758620689655,0.3976353643835253,0.75,1.0,0.6137158870697021
Wav2Vec2 XLSR Italian (Grosman),0.0,0.0,1.0,1.0,0.0,0.7446506023406982
Wav2Vec2 XLSR Italian (Grosman),1.25,0.2608695652173913,0.040824829046386304,0.22222222222222224,6.0,0.6296427249908447
Wav2Vec2 XLSR Italian (Grosman),0.1111111111111111,0.02127659574468085,0.8633400213704505,0.8888888888888888,1.0,0.6881101131439209
Wav2Vec2 XLSR Italian (Grosman),0.5,0.25,0.16990442448471224,0.5,5.0,0.5218439102172852
Wav2Vec2 XLSR Italian (Grosman),0.0,0.0,1.0,1.0,0.0,0.6003439426422119
Wav2Vec2 XLSR Italian (Grosman),0.625,0.15,0.14477626226006024,0.42857142857142855,6.0,0.6603312492370605
Wav2Vec2 XLSR Italian (Grosman),0.2857142857142857,0.046511627906976744,0.6803749333171202,0.8571428571428571,2.0,0.7415971755981445
Wav2Vec2 XLSR Italian (Grosman),0.2222222222222222,0.043478260869565216,0.1744391898986843,0.7777777777777778,2.0,1.0774996280670166
Wav2Vec2 XLSR Italian (Grosman),0.4,0.13043478260869565,0.3096787331587729,0.6666666666666665,3.0,0.6231868267059326
Wav2Vec2 XLSR Italian (Grosman),0.0,0.0,1.0,1.0,0.0,0.7178354263305664
Wav2Vec2 XLSR Italian (Grosman),0.0,0.0,0.1778279410038923,1.0,0.0,0.5406734943389893
Wav2Vec2 XLSR Italian (Grosman),0.3,0.05357142857142857,0.45936133207830593,0.7368421052631577,3.0,0.8226330280303955
